"tank","tank_use","data_time","substrate","parameter","parameter_abb","unit","value"
2,"Experiment",2025-09-09 11:41:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
2,"Experiment",2025-09-09 11:41:00,"Paving sand","pH","pH",NA,"8.14"
3,"Experiment",2025-09-09 11:42:00,"Paving sand","Temperature","Temp","(°C)","10.7"
3,"Experiment",2025-09-09 11:42:00,"Paving sand","Pressure","Press","(mbars)","1017.2"
3,"Experiment",2025-09-09 11:42:00,"Paving sand","Dissolved Oxygen","DO","(%)","99.7"
3,"Experiment",2025-09-09 11:42:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.05"
3,"Experiment",2025-09-09 11:42:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","172"
3,"Experiment",2025-09-09 11:42:00,"Paving sand","Conductivity","Cond","(µS/cm)","125.1"
3,"Experiment",2025-09-09 11:42:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
3,"Experiment",2025-09-09 11:42:00,"Paving sand","pH","pH",NA,"8.2100000000000009"
4,"Experiment",2025-09-09 11:43:00,"Paving sand","Temperature","Temp","(°C)","10.9"
4,"Experiment",2025-09-09 11:43:00,"Paving sand","Pressure","Press","(mbars)","1017.2"
4,"Experiment",2025-09-09 11:43:00,"Paving sand","Dissolved Oxygen","DO","(%)","100.5"
4,"Experiment",2025-09-09 11:43:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.09"
4,"Experiment",2025-09-09 11:43:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","172.3"
4,"Experiment",2025-09-09 11:43:00,"Paving sand","Conductivity","Cond","(µS/cm)","126"
4,"Experiment",2025-09-09 11:43:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
4,"Experiment",2025-09-09 11:43:00,"Paving sand","pH","pH",NA,"8.1300000000000008"
5,"Experiment",2025-09-09 11:44:00,"Paving sand","Temperature","Temp","(°C)","11"
5,"Experiment",2025-09-09 11:44:00,"Paving sand","Pressure","Press","(mbars)","1017.2"
5,"Experiment",2025-09-09 11:44:00,"Paving sand","Dissolved Oxygen","DO","(%)","100"
5,"Experiment",2025-09-09 11:44:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.01"
5,"Experiment",2025-09-09 11:44:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","172.8"
5,"Experiment",2025-09-09 11:44:00,"Paving sand","Conductivity","Cond","(µS/cm)","126.6"
5,"Experiment",2025-09-09 11:44:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
5,"Experiment",2025-09-09 11:44:00,"Paving sand","pH","pH",NA,"8.0399999999999991"
6,"Experiment",2025-09-09 11:45:00,"Paving sand","Temperature","Temp","(°C)","11.1"
6,"Experiment",2025-09-09 11:45:00,"Paving sand","Pressure","Press","(mbars)","1017.2"
6,"Experiment",2025-09-09 11:45:00,"Paving sand","Dissolved Oxygen","DO","(%)","99.4"
6,"Experiment",2025-09-09 11:45:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.92"
6,"Experiment",2025-09-09 11:45:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","173.4"
6,"Experiment",2025-09-09 11:45:00,"Paving sand","Conductivity","Cond","(µS/cm)","127.5"
6,"Experiment",2025-09-09 11:45:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
6,"Experiment",2025-09-09 11:45:00,"Paving sand","pH","pH",NA,"8"
1,"Experiment",2025-09-10 11:52:00,"Paving sand","Temperature","Temp","(°C)","11.8"
1,"Experiment",2025-09-10 11:52:00,"Paving sand","Pressure","Press","(mbars)","1001"
1,"Experiment",2025-09-10 11:52:00,"Paving sand","Dissolved Oxygen","DO","(%)","98.8"
1,"Experiment",2025-09-10 11:52:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.69"
1,"Experiment",2025-09-10 11:52:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","172.1"
1,"Experiment",2025-09-10 11:52:00,"Paving sand","Conductivity","Cond","(µS/cm)","128.69999999999999"
1,"Experiment",2025-09-10 11:52:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
1,"Experiment",2025-09-10 11:52:00,"Paving sand","pH","pH",NA,"8.08"
2,"Experiment",2025-09-10 11:53:00,"Paving sand","Temperature","Temp","(°C)","12.6"
2,"Experiment",2025-09-10 11:53:00,"Paving sand","Pressure","Press","(mbars)","1001"
2,"Experiment",2025-09-10 11:53:00,"Paving sand","Dissolved Oxygen","DO","(%)","101.1"
2,"Experiment",2025-09-10 11:53:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.74"
2,"Experiment",2025-09-10 11:53:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","170.3"
2,"Experiment",2025-09-10 11:53:00,"Paving sand","Conductivity","Cond","(µS/cm)","130"
2,"Experiment",2025-09-10 11:53:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
2,"Experiment",2025-09-10 11:53:00,"Paving sand","pH","pH",NA,"8.25"
3,"Experiment",2025-09-10 11:54:00,"Paving sand","Temperature","Temp","(°C)","13.1"
3,"Experiment",2025-09-10 11:54:00,"Paving sand","Pressure","Press","(mbars)","1000.9"
3,"Experiment",2025-09-10 11:54:00,"Paving sand","Dissolved Oxygen","DO","(%)","101.7"
3,"Experiment",2025-09-10 11:54:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.68"
3,"Experiment",2025-09-10 11:54:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","171.3"
3,"Experiment",2025-09-10 11:54:00,"Paving sand","Conductivity","Cond","(µS/cm)","132.4"
3,"Experiment",2025-09-10 11:54:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
3,"Experiment",2025-09-10 11:54:00,"Paving sand","pH","pH",NA,"8.2100000000000009"
4,"Experiment",2025-09-10 11:54:00,"Paving sand","Temperature","Temp","(°C)","13.1"
4,"Experiment",2025-09-10 11:54:00,"Paving sand","Pressure","Press","(mbars)","1001.2"
4,"Experiment",2025-09-10 11:54:00,"Paving sand","Dissolved Oxygen","DO","(%)","102.1"
4,"Experiment",2025-09-10 11:54:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.72"
4,"Experiment",2025-09-10 11:54:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","171.5"
4,"Experiment",2025-09-10 11:54:00,"Paving sand","Conductivity","Cond","(µS/cm)","132.69999999999999"
4,"Experiment",2025-09-10 11:54:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
4,"Experiment",2025-09-10 11:54:00,"Paving sand","pH","pH",NA,"8.15"
5,"Experiment",2025-09-10 11:55:00,"Paving sand","Temperature","Temp","(°C)","13.1"
5,"Experiment",2025-09-10 11:55:00,"Paving sand","Pressure","Press","(mbars)","1001.1"
5,"Experiment",2025-09-10 11:55:00,"Paving sand","Dissolved Oxygen","DO","(%)","101.6"
5,"Experiment",2025-09-10 11:55:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.68"
5,"Experiment",2025-09-10 11:55:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","172.2"
5,"Experiment",2025-09-10 11:55:00,"Paving sand","Conductivity","Cond","(µS/cm)","132.9"
5,"Experiment",2025-09-10 11:55:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
5,"Experiment",2025-09-10 11:55:00,"Paving sand","pH","pH",NA,"8.0399999999999991"
6,"Experiment",2025-09-10 11:56:00,"Paving sand","Temperature","Temp","(°C)","13"
6,"Experiment",2025-09-10 11:56:00,"Paving sand","Pressure","Press","(mbars)","1000.9"
6,"Experiment",2025-09-10 11:56:00,"Paving sand","Dissolved Oxygen","DO","(%)","100.6"
6,"Experiment",2025-09-10 11:56:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.61"
6,"Experiment",2025-09-10 11:56:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","173.1"
6,"Experiment",2025-09-10 11:56:00,"Paving sand","Conductivity","Cond","(µS/cm)","133.30000000000001"
6,"Experiment",2025-09-10 11:56:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
6,"Experiment",2025-09-10 11:56:00,"Paving sand","pH","pH",NA,"8"
1,"Experiment",2025-09-11 11:45:00,"Paving sand","Temperature","Temp","(°C)","11.1"
1,"Experiment",2025-09-11 11:45:00,"Paving sand","Pressure","Press","(mbars)","1004.7"
1,"Experiment",2025-09-11 11:45:00,"Paving sand","Dissolved Oxygen","DO","(%)","96.5"
1,"Experiment",2025-09-11 11:45:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.6"
1,"Experiment",2025-09-11 11:45:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","173.5"
1,"Experiment",2025-09-11 11:45:00,"Paving sand","Conductivity","Cond","(µS/cm)","127.6"
1,"Experiment",2025-09-11 11:45:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
1,"Experiment",2025-09-11 11:45:00,"Paving sand","pH","pH",NA,"8.11"
2,"Experiment",2025-09-11 11:46:00,"Paving sand","Temperature","Temp","(°C)","11.9"
2,"Experiment",2025-09-11 11:46:00,"Paving sand","Pressure","Press","(mbars)","1004.6"
2,"Experiment",2025-09-11 11:46:00,"Paving sand","Dissolved Oxygen","DO","(%)","98.2"
2,"Experiment",2025-09-11 11:46:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.59"
2,"Experiment",2025-09-11 11:46:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","171.4"
2,"Experiment",2025-09-11 11:46:00,"Paving sand","Conductivity","Cond","(µS/cm)","128.6"
2,"Experiment",2025-09-11 11:46:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
2,"Experiment",2025-09-11 11:46:00,"Paving sand","pH","pH",NA,"8.18"
3,"Experiment",2025-09-11 11:47:00,"Paving sand","Temperature","Temp","(°C)","12.6"
3,"Experiment",2025-09-11 11:47:00,"Paving sand","Pressure","Press","(mbars)","1004.6"
3,"Experiment",2025-09-11 11:47:00,"Paving sand","Dissolved Oxygen","DO","(%)","97.9"
3,"Experiment",2025-09-11 11:47:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.4"
3,"Experiment",2025-09-11 11:47:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","172.4"
3,"Experiment",2025-09-11 11:47:00,"Paving sand","Conductivity","Cond","(µS/cm)","131.6"
3,"Experiment",2025-09-11 11:47:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
3,"Experiment",2025-09-11 11:47:00,"Paving sand","pH","pH",NA,"8.16"
4,"Experiment",2025-09-11 11:48:00,"Paving sand","Temperature","Temp","(°C)","12.7"
4,"Experiment",2025-09-11 11:48:00,"Paving sand","Pressure","Press","(mbars)","1004.6"
4,"Experiment",2025-09-11 11:48:00,"Paving sand","Dissolved Oxygen","DO","(%)","98.7"
4,"Experiment",2025-09-11 11:48:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.47"
4,"Experiment",2025-09-11 11:48:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","172.2"
4,"Experiment",2025-09-11 11:48:00,"Paving sand","Conductivity","Cond","(µS/cm)","131.69999999999999"
4,"Experiment",2025-09-11 11:48:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
4,"Experiment",2025-09-11 11:48:00,"Paving sand","pH","pH",NA,"8.08"
5,"Experiment",2025-09-11 11:49:00,"Paving sand","Temperature","Temp","(°C)","12.7"
5,"Experiment",2025-09-11 11:49:00,"Paving sand","Pressure","Press","(mbars)","1004.7"
5,"Experiment",2025-09-11 11:49:00,"Paving sand","Dissolved Oxygen","DO","(%)","98.1"
5,"Experiment",2025-09-11 11:49:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.41"
5,"Experiment",2025-09-11 11:49:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","173"
5,"Experiment",2025-09-11 11:49:00,"Paving sand","Conductivity","Cond","(µS/cm)","132.19999999999999"
5,"Experiment",2025-09-11 11:49:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
5,"Experiment",2025-09-11 11:49:00,"Paving sand","pH","pH",NA,"8.01"
6,"Experiment",2025-09-11 11:50:00,"Paving sand","Temperature","Temp","(°C)","12.6"
6,"Experiment",2025-09-11 11:50:00,"Paving sand","Pressure","Press","(mbars)","1004.7"
6,"Experiment",2025-09-11 11:50:00,"Paving sand","Dissolved Oxygen","DO","(%)","97.3"
6,"Experiment",2025-09-11 11:50:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.33"
6,"Experiment",2025-09-11 11:50:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","174.1"
6,"Experiment",2025-09-11 11:50:00,"Paving sand","Conductivity","Cond","(µS/cm)","133"
6,"Experiment",2025-09-11 11:50:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
6,"Experiment",2025-09-11 11:50:00,"Paving sand","pH","pH",NA,"7.96"
1,"Experiment",2025-09-12 12:31:00,"Paving sand","Temperature","Temp","(°C)","11.6"
1,"Experiment",2025-09-12 12:31:00,"Paving sand","Pressure","Press","(mbars)","986.7"
1,"Experiment",2025-09-12 12:31:00,"Paving sand","Dissolved Oxygen","DO","(%)","98"
1,"Experiment",2025-09-12 12:31:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.65"
1,"Experiment",2025-09-12 12:31:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","158.69999999999999"
1,"Experiment",2025-09-12 12:31:00,"Paving sand","Conductivity","Cond","(µS/cm)","118.2"
1,"Experiment",2025-09-12 12:31:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
1,"Experiment",2025-09-12 12:31:00,"Paving sand","pH","pH",NA,"8.11"
2,"Experiment",2025-09-12 12:33:00,"Paving sand","Temperature","Temp","(°C)","11.9"
2,"Experiment",2025-09-12 12:33:00,"Paving sand","Pressure","Press","(mbars)","986.5"
2,"Experiment",2025-09-12 12:33:00,"Paving sand","Dissolved Oxygen","DO","(%)","98.2"
2,"Experiment",2025-09-12 12:33:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.59"
2,"Experiment",2025-09-12 12:33:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","157.30000000000001"
2,"Experiment",2025-09-12 12:33:00,"Paving sand","Conductivity","Cond","(µS/cm)","118.1"
2,"Experiment",2025-09-12 12:33:00,"Paving sand","Salinity","SAL","(ppt)","7.0000000000000007E-2"
2,"Experiment",2025-09-12 12:33:00,"Paving sand","pH","pH",NA,"8.2799999999999994"
3,"Experiment",2025-09-12 12:33:00,"Paving sand","Temperature","Temp","(°C)","12.3"
3,"Experiment",2025-09-12 12:33:00,"Paving sand","Pressure","Press","(mbars)","986.3"
3,"Experiment",2025-09-12 12:33:00,"Paving sand","Dissolved Oxygen","DO","(%)","97.6"
3,"Experiment",2025-09-12 12:33:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.44"
3,"Experiment",2025-09-12 12:33:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","159.4"
3,"Experiment",2025-09-12 12:33:00,"Paving sand","Conductivity","Cond","(µS/cm)","120.8"
3,"Experiment",2025-09-12 12:33:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
3,"Experiment",2025-09-12 12:33:00,"Paving sand","pH","pH",NA,"8.31"
4,"Experiment",2025-09-12 12:34:00,"Paving sand","Temperature","Temp","(°C)","12.4"
4,"Experiment",2025-09-12 12:34:00,"Paving sand","Pressure","Press","(mbars)","986.3"
4,"Experiment",2025-09-12 12:34:00,"Paving sand","Dissolved Oxygen","DO","(%)","97.9"
4,"Experiment",2025-09-12 12:34:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.46"
4,"Experiment",2025-09-12 12:34:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","157.9"
4,"Experiment",2025-09-12 12:34:00,"Paving sand","Conductivity","Cond","(µS/cm)","119.8"
4,"Experiment",2025-09-12 12:34:00,"Paving sand","Salinity","SAL","(ppt)","7.0000000000000007E-2"
4,"Experiment",2025-09-12 12:34:00,"Paving sand","pH","pH",NA,"8.18"
5,"Experiment",2025-09-12 12:36:00,"Paving sand","Temperature","Temp","(°C)","12"
5,"Experiment",2025-09-12 12:36:00,"Paving sand","Pressure","Press","(mbars)","986"
5,"Experiment",2025-09-12 12:36:00,"Paving sand","Dissolved Oxygen","DO","(%)","97.2"
5,"Experiment",2025-09-12 12:36:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.38"
5,"Experiment",2025-09-12 12:36:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","158.19999999999999"
5,"Experiment",2025-09-12 12:36:00,"Paving sand","Conductivity","Cond","(µS/cm)","120"
5,"Experiment",2025-09-12 12:36:00,"Paving sand","Salinity","SAL","(ppt)","7.0000000000000007E-2"
5,"Experiment",2025-09-12 12:36:00,"Paving sand","pH","pH",NA,"8.0299999999999994"
6,"Experiment",2025-09-12 12:37:00,"Paving sand","Temperature","Temp","(°C)","12.5"
6,"Experiment",2025-09-12 12:37:00,"Paving sand","Pressure","Press","(mbars)","986.1"
6,"Experiment",2025-09-12 12:37:00,"Paving sand","Dissolved Oxygen","DO","(%)","96.2"
6,"Experiment",2025-09-12 12:37:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.25"
6,"Experiment",2025-09-12 12:37:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","161.4"
6,"Experiment",2025-09-12 12:37:00,"Paving sand","Conductivity","Cond","(µS/cm)","122.8"
6,"Experiment",2025-09-12 12:37:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
6,"Experiment",2025-09-12 12:37:00,"Paving sand","pH","pH",NA,"7.99"
1,"Experiment",2025-09-15 10:53:00,"Paving sand","Temperature","Temp","(°C)","11.9"
1,"Experiment",2025-09-15 10:53:00,"Paving sand","Pressure","Press","(mbars)","1016.2"
1,"Experiment",2025-09-15 10:53:00,"Paving sand","Dissolved Oxygen","DO","(%)","99.8"
1,"Experiment",2025-09-15 10:53:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.76"
1,"Experiment",2025-09-15 10:53:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","162.80000000000001"
1,"Experiment",2025-09-15 10:53:00,"Paving sand","Conductivity","Cond","(µS/cm)","122.2"
1,"Experiment",2025-09-15 10:53:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
1,"Experiment",2025-09-15 10:53:00,"Paving sand","pH","pH",NA,"7.7"
2,"Experiment",2025-09-15 10:53:00,"Paving sand","Temperature","Temp","(°C)","12.2"
2,"Experiment",2025-09-15 10:53:00,"Paving sand","Pressure","Press","(mbars)","1016.1"
2,"Experiment",2025-09-15 10:53:00,"Paving sand","Dissolved Oxygen","DO","(%)","103.6"
2,"Experiment",2025-09-15 10:53:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.12"
2,"Experiment",2025-09-15 10:53:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","162.5"
2,"Experiment",2025-09-15 10:53:00,"Paving sand","Conductivity","Cond","(µS/cm)","122.7"
2,"Experiment",2025-09-15 10:53:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
2,"Experiment",2025-09-15 10:53:00,"Paving sand","pH","pH",NA,"7.87"
3,"Experiment",2025-09-15 10:55:00,"Paving sand","Temperature","Temp","(°C)","12.3"
3,"Experiment",2025-09-15 10:55:00,"Paving sand","Pressure","Press","(mbars)","1016.3"
3,"Experiment",2025-09-15 10:55:00,"Paving sand","Dissolved Oxygen","DO","(%)","101.8"
3,"Experiment",2025-09-15 10:55:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.89"
3,"Experiment",2025-09-15 10:55:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","166.4"
3,"Experiment",2025-09-15 10:55:00,"Paving sand","Conductivity","Cond","(µS/cm)","126.1"
3,"Experiment",2025-09-15 10:55:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
3,"Experiment",2025-09-15 10:55:00,"Paving sand","pH","pH",NA,"7.85"
4,"Experiment",2025-09-15 10:56:00,"Paving sand","Temperature","Temp","(°C)","12.6"
4,"Experiment",2025-09-15 10:56:00,"Paving sand","Pressure","Press","(mbars)","1016.2"
4,"Experiment",2025-09-15 10:56:00,"Paving sand","Dissolved Oxygen","DO","(%)","102.4"
4,"Experiment",2025-09-15 10:56:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.89"
4,"Experiment",2025-09-15 10:56:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","164.8"
4,"Experiment",2025-09-15 10:56:00,"Paving sand","Conductivity","Cond","(µS/cm)","125.7"
4,"Experiment",2025-09-15 10:56:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
4,"Experiment",2025-09-15 10:56:00,"Paving sand","pH","pH",NA,"7.85"
5,"Experiment",2025-09-15 10:57:00,"Paving sand","Temperature","Temp","(°C)","12.5"
5,"Experiment",2025-09-15 10:57:00,"Paving sand","Pressure","Press","(mbars)","1016.1"
5,"Experiment",2025-09-15 10:57:00,"Paving sand","Dissolved Oxygen","DO","(%)","101.4"
5,"Experiment",2025-09-15 10:57:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.8"
5,"Experiment",2025-09-15 10:57:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","164.7"
5,"Experiment",2025-09-15 10:57:00,"Paving sand","Conductivity","Cond","(µS/cm)","125.5"
5,"Experiment",2025-09-15 10:57:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
5,"Experiment",2025-09-15 10:57:00,"Paving sand","pH","pH",NA,"7.88"
6,"Experiment",2025-09-15 10:58:00,"Paving sand","Temperature","Temp","(°C)","12.5"
6,"Experiment",2025-09-15 10:58:00,"Paving sand","Pressure","Press","(mbars)","1016"
6,"Experiment",2025-09-15 10:58:00,"Paving sand","Dissolved Oxygen","DO","(%)","100.3"
6,"Experiment",2025-09-15 10:58:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.68"
6,"Experiment",2025-09-15 10:58:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","168.9"
6,"Experiment",2025-09-15 10:58:00,"Paving sand","Conductivity","Cond","(µS/cm)","128.6"
6,"Experiment",2025-09-15 10:58:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
6,"Experiment",2025-09-15 10:58:00,"Paving sand","pH","pH",NA,"7.85"
7,"Holding",2025-09-15 10:59:00,"Paving sand","Temperature","Temp","(°C)","13.6"
7,"Holding",2025-09-15 10:59:00,"Paving sand","Pressure","Press","(mbars)","1016.1"
7,"Holding",2025-09-15 10:59:00,"Paving sand","Dissolved Oxygen","DO","(%)","105.3"
7,"Holding",2025-09-15 10:59:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","10.94"
7,"Holding",2025-09-15 10:59:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","165.5"
7,"Holding",2025-09-15 10:59:00,"Paving sand","Conductivity","Cond","(µS/cm)","129.6"
7,"Holding",2025-09-15 10:59:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
7,"Holding",2025-09-15 10:59:00,"Paving sand","pH","pH",NA,"7.91"
8,"Holding",2025-09-15 11:01:00,"Paving sand","Temperature","Temp","(°C)","13.6"
8,"Holding",2025-09-15 11:01:00,"Paving sand","Pressure","Press","(mbars)","1016.1"
8,"Holding",2025-09-15 11:01:00,"Paving sand","Dissolved Oxygen","DO","(%)","107.8"
8,"Holding",2025-09-15 11:01:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.21"
8,"Holding",2025-09-15 11:01:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","165.6"
8,"Holding",2025-09-15 11:01:00,"Paving sand","Conductivity","Cond","(µS/cm)","129.4"
8,"Holding",2025-09-15 11:01:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
8,"Holding",2025-09-15 11:01:00,"Paving sand","pH","pH",NA,"8"
9,"Holding",2025-09-15 11:03:00,"Paving sand","Temperature","Temp","(°C)","13.7"
9,"Holding",2025-09-15 11:03:00,"Paving sand","Pressure","Press","(mbars)","1016.1"
9,"Holding",2025-09-15 11:03:00,"Paving sand","Dissolved Oxygen","DO","(%)","108.6"
9,"Holding",2025-09-15 11:03:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.25"
9,"Holding",2025-09-15 11:03:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","167.7"
9,"Holding",2025-09-15 11:03:00,"Paving sand","Conductivity","Cond","(µS/cm)","131.6"
9,"Holding",2025-09-15 11:03:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
9,"Holding",2025-09-15 11:03:00,"Paving sand","pH","pH",NA,"8.1"
10,"Holding",2025-09-15 11:04:00,"Paving sand","Temperature","Temp","(°C)","13.7"
10,"Holding",2025-09-15 11:04:00,"Paving sand","Pressure","Press","(mbars)","1016.1"
10,"Holding",2025-09-15 11:04:00,"Paving sand","Dissolved Oxygen","DO","(%)","108.2"
10,"Holding",2025-09-15 11:04:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.22"
10,"Holding",2025-09-15 11:04:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","172.3"
10,"Holding",2025-09-15 11:04:00,"Paving sand","Conductivity","Cond","(µS/cm)","135.1"
10,"Holding",2025-09-15 11:04:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
10,"Holding",2025-09-15 11:04:00,"Paving sand","pH","pH",NA,"8.1199999999999992"
11,"Holding",2025-09-15 11:08:00,"Paving sand","Temperature","Temp","(°C)","13.8"
11,"Holding",2025-09-16 11:07:59.995,"Paving sand","Pressure","Press","(mbars)","1016.1"
11,"Holding",2025-09-17 11:07:59.995,"Paving sand","Dissolved Oxygen","DO","(%)","109.9"
11,"Holding",2025-09-18 11:07:59.995,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.38"
11,"Holding",2025-09-19 11:07:59.995,"Paving sand","Specific Conductance","SPC","(µS/cm)","127.1"
11,"Holding",2025-09-20 11:07:59.995,"Paving sand","Conductivity","Cond","(µS/cm)","135.19999999999999"
11,"Holding",2025-09-21 11:07:59.995,"Paving sand","Salinity","SAL","(ppt)","0.08"
11,"Holding",2025-09-22 11:07:59.995,"Paving sand","pH","pH",NA,"8.6"
12,"Holding",2025-09-15 11:05:00,"Paving sand","Temperature","Temp","(°C)","13.5"
12,"Holding",2025-09-15 11:05:00,"Paving sand","Pressure","Press","(mbars)","1016.1"
12,"Holding",2025-09-15 11:05:00,"Paving sand","Dissolved Oxygen","DO","(%)","107"
12,"Holding",2025-09-15 11:05:00,"Paving sand","Dissolved Oxygen","DO","(mg/L)","11.14"
12,"Holding",2025-09-15 11:05:00,"Paving sand","Specific Conductance","SPC","(µS/cm)","169.2"
12,"Holding",2025-09-15 11:05:00,"Paving sand","Conductivity","Cond","(µS/cm)","132"
12,"Holding",2025-09-15 11:05:00,"Paving sand","Salinity","SAL","(ppt)","0.08"
12,"Holding",2025-09-15 11:05:00,"Paving sand","pH","pH",NA,"8.1300000000000008"
13,NA,2025-09-15 11:07:00,NA,"Temperature","Temp","(°C)","13.6"
13,NA,2025-09-15 11:07:00,NA,"Pressure","Press","(mbars)","1016.1"
13,NA,2025-09-15 11:07:00,NA,"Dissolved Oxygen","DO","(%)","110.6"
13,NA,2025-09-15 11:07:00,NA,"Dissolved Oxygen","DO","(mg/L)","11.5"
13,NA,2025-09-15 11:07:00,NA,"Specific Conductance","SPC","(µS/cm)","101.7"
13,NA,2025-09-15 11:07:00,NA,"Conductivity","Cond","(µS/cm)","79.599999999999994"
13,NA,2025-09-15 11:07:00,NA,"Salinity","SAL","(ppt)","0.05"
13,NA,2025-09-15 11:07:00,NA,"pH","pH",NA,"8.77"
